Airport_Name,Aircraft_Make_Model,Effect_Amount_of_damage,Flight_Date,Aircraft_Airline_Operator,Origin_State,Phase_of_flight,Wildlife_Size,Wildlife_Species,Time_of_day,Cost_Other,Cost_Repair,Cost_Total__,Speed_IAS_in_knots
GEORGE BUSH INTERCONTINENTAL,B-727-100,None,1990-07-26,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130
CLEVELAND-HOPKINS INTL ARPT,MD-80,None,2000-09-24,DELTA AIR LINES,Ohio,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LAGUARDIA NY,B-737-300,None,2001-04-11,US AIRWAYS*,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,180
NEWARK LIBERTY INTL ARPT,A-300,None,2001-08-02,UPS AIRLINES,New Jersey,Landing Roll,Small,European starling,Day,0,0,0,100
DENVER INTL AIRPORT,B-737-200,Minor,1997-08-11,FRONTIER AIRLINES,Colorado,Climb,Large,Unknown bird - large,Dusk,0,0,0,250
GEORGE BUSH INTERCONTINENTAL,B-737-300,None,1999-04-19,AMERICA WEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,
MINETA SAN JOSE INTL,DA-900,None,1997-11-16,BUSINESS,California,Approach,Small,Barn owl,Night,0,0,0,
MINNEAPOLIS-ST PAUL INTL,B-747,Substantial,1993-07-23,NORTHWEST AIRLINES,Minnesota,Climb,Small,European starling,Day,0,0,0,150
CLEVELAND-HOPKINS INTL ARPT,MD-88,None,1998-05-10,DELTA AIR LINES,Ohio,Take-off run,Small,Barn swallow,Day,0,0,0,120
JOHN F KENNEDY INTL,B-767,Minor,1995-06-18,AMERICAN AIRLINES,New York,Climb,Small,Laughing gull,Day,0,0,0,140
LIHUE ARPT,B-737-300,Substantial,1990-07-13,ALOHA AIRLINES,Hawaii,Take-off run,Small,Short-eared owl,Dawn,0,0,0,85
AUSTIN-BERGSTROM INTL,FOKKER F100,None,1996-08-30,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
EPPLEY AIRFIELD,CITATION X,None,2000-08-21,EXECUTIVE JET AVIATION,Nebraska,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,
PHILADELPHIA INTL,B-757-200,None,1998-10-30,AMERICAN AIRLINES,Pennsylvania,Descent,Small,Unknown bird - small,Night,0,0,0,210
JOHN F KENNEDY INTL,DC-8-61,None,1994-11-18,ABX AIR,New York,Landing Roll,Small,Barn owl,Night,0,0,0,
GEORGE BUSH INTERCONTINENTAL,DC-10,None,2001-05-12,FEDEX EXPRESS,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,280
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-10,None,1994-05-28,TRANS WORLD AIRLINES,North Carolina,Climb,Medium,Unknown bird - medium,Day,0,0,0,145
NEW ORLEANS INTL,B-737-200,Medium,1997-03-23,SOUTHWEST AIRLINES,Louisiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,220
MEMPHIS INTL,DC-10-10,None,2001-05-08,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,DC-9,None,1996-10-24,TRANS WORLD AIRLINES,Florida,Landing Roll,Small,Rock pigeon,Day,0,0,0,150
SAN ANTONIO INTL,MD-82,None,1993-07-01,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,EMB-135,None,2000-02-25,AMERICAN EAGLE AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-767-300,None,1998-08-29,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,190
GEORGE BUSH INTERCONTINENTAL,B-737-500,None,2001-08-20,UNITED AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,
MINETA SAN JOSE INTL,MD-80,None,1990-11-02,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Dawn,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1998-10-19,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,170
CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,1996-12-23,SOUTHWEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Dusk,0,0,0,138
SACRAMENTO INTL,B-737-300,None,1999-09-24,SOUTHWEST AIRLINES,California,Approach,Large,Unknown bird - large,Dusk,0,0,0,135
WASHINGTON DULLES INTL ARPT,B-757-200,None,1994-07-31,UNITED AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,170
LAGUARDIA NY,BE-400 BJET,None,1996-08-11,UNKNOWN,New York,Approach,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,CL-601/604,None,2001-08-15,BUSINESS,Kentucky,Take-off run,Small,Mourning dove,Dawn,0,0,0,
MEMPHIS INTL,C-560,None,1998-10-06,EXECUTIVE JET AVIATION,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SAN FRANCISCO INTL ARPT,B-757-200,None,1999-04-20,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
BARKSDALE AIR FORCE BASE ARPT,T-1A,None,1996-07-12,MILITARY,Louisiana,Climb,Small,Barn swallow,Day,0,0,0,120
RONALD REAGAN WASHINGTON NATL,B-737-300,None,1995-11-06,US AIRWAYS*,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
SAN ANTONIO INTL,B-737-300,None,1995-04-28,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
BALTIMORE WASH INTL,B-737-300,None,1999-07-27,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
SACRAMENTO INTL,MD-83,None,1995-03-06,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,210
SAN ANTONIO INTL,B-737,None,2001-09-11,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-82,None,2000-09-24,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,2001-05-22,MESA AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,150
LAMBERT-ST LOUIS INTL,MD-83,None,1999-06-11,AMERICAN AIRLINES,Missouri,Approach,Small,European starling,Day,82,0,82,140
CHARLESTON AFB/INTL ARPT,C-141B,None,1990-03-09,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,190
LAMBERT-ST LOUIS INTL,MD-80,None,1993-08-14,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,100
CHARLESTON AFB/INTL ARPT,C-141B,None,1993-07-11,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,190
CHICAGO MIDWAY INTL ARPT,B-737-500,Substantial,1991-10-10,SOUTHWEST AIRLINES,Illinois,Climb,Small,Rock pigeon,Day,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,B-767,None,1995-04-19,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
MINETA SAN JOSE INTL,MD-83,None,1997-07-04,AMERICAN AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,110
NEW ORLEANS INTL,MD-82,None,1996-07-15,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,150
LIHUE ARPT,DC-9-50,None,1996-05-08,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-82,None,1993-10-05,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,250
LOUISVILLE INTL ARPT,DC-8-70,None,2001-09-14,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,138
BALTIMORE WASH INTL,B-737-700,None,2002-06-25,SOUTHWEST AIRLINES,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,135
PHOENIX SKY HARBOR,B-737,None,1997-03-18,SOUTHWEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,210
SALT LAKE CITY INTL,B-767-300,None,1998-07-26,DELTA AIR LINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,180
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,1992-03-05,US AIRWAYS*,North Carolina,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,
GREATER PITTSBURGH,A-319,None,2000-07-15,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,80
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,1992-10-05,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
LOGAN INTL,DC-10-10,None,1992-06-20,AMERICAN AIRLINES,Massachusetts,Approach,Small,Rock pigeon,Dusk,0,0,0,
MINETA SAN JOSE INTL,A-320,Minor,1997-11-10,NORTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
WASHINGTON DULLES INTL ARPT,B-757-200,None,1996-10-21,AMERICAN AIRLINES,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,80
HOUSTON-HOBBY,B-727-200,None,1991-01-23,AMERICAN AIRLINES,Texas,Approach,Small,European starling,Day,0,0,0,140
CHARLESTON AFB/INTL ARPT,C-17A,None,1996-11-24,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,230
NASHVILLE INTL,B-737-200,None,1999-11-11,DELTA AIR LINES,Tennessee,Approach,Large,Unknown bird - large,Night,0,0,0,190
CHARLESTON AFB/INTL ARPT,C-141,None,1991-03-13,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
NEW ORLEANS INTL,B-737-200,None,1998-10-23,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,140
METRO OAKLAND INTL,MD-80,None,1992-04-20,AMERICAN AIRLINES,California,Descent,Small,Unknown bird - small,Night,0,0,0,270
BALTIMORE WASH INTL,DC-9,None,1991-05-03,NORTHWEST AIRLINES,Maryland,Landing Roll,Small,European starling,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,HAWKER 800,None,1995-11-08,UNKNOWN,Illinois,Approach,Large,Canada goose,Day,0,0,0,
ATLANTIC CITY INTL,DC-9-30,None,1997-09-10,BUSINESS,New Jersey,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727,None,1997-05-23,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737-300,None,1996-09-29,UNITED AIRLINES,Oregon,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1991-03-18,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
MINETA SAN JOSE INTL,B-737-400,None,2000-09-13,ALASKA AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,135
DENVER INTL AIRPORT,MD-80,None,1999-10-31,AMERICAN AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
LAGUARDIA NY,B-727-200,None,1991-10-14,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,141
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,1998-12-19,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Small,Meadowlarks,Day,0,0,0,
SALT LAKE CITY INTL,B-737,None,1999-07-06,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,B-727-100,None,1992-10-13,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,140
NEWARK LIBERTY INTL ARPT,EMB-120,None,1992-04-13,AIR CANADA,New Jersey,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SEATTLE-TACOMA INTL,B-737-800,None,1999-10-16,CONTINENTAL AIRLINES,Washington,Approach,Small,Unknown bird - small,Dusk,0,0,0,180
PHOENIX SKY HARBOR,B-737-300,None,1998-12-19,AMERICA WEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Day,0,0,0,143
SAN FRANCISCO INTL ARPT,A-320,None,1996-03-07,AIR CANADA,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
TETERBORO AIRPORT,DA-50 FALCON,None,1999-10-23,BUSINESS,New Jersey,Take-off run,Medium,Herring gull,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BE-1900,None,2000-03-21,COMMUTAIR,DC,Approach,Medium,Ring-billed gull,Day,0,0,0,120
DETROIT METRO WAYNE COUNTY ARPT,B-727,None,1997-04-23,FEDEX EXPRESS,Michigan,Take-off run,Large,White-tailed deer,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,1997-02-22,AMERICAN AIRLINES,North Carolina,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-09-19,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,125
SACRAMENTO INTL,B-757-200,Substantial,1999-12-04,DELTA AIR LINES,California,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,170
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,1997-11-26,US AIRWAYS*,North Carolina,Take-off run,Small,Unknown bird - small,Day,0,0,0,80
ATLANTA INTL,B-767-300,None,1997-11-17,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
SAN ANTONIO INTL,MD-82,None,2000-06-21,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,136
WASHINGTON DULLES INTL ARPT,DC-10-10,None,1991-10-06,UNITED AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,150
LOUISVILLE INTL ARPT,B-727,None,1994-10-30,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
MEMPHIS INTL,DC-9-50,None,1997-09-01,NORTHWEST AIRLINES,Tennessee,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
SACRAMENTO INTL,B-737-300,None,1998-07-23,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,137
KANSAS CITY INTL,B-737-700,None,1999-10-08,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,
BALTIMORE WASH INTL,B-737,None,1999-02-15,SOUTHWEST AIRLINES,Maryland,Landing Roll,Large,White-tailed deer,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-737-300,None,2000-11-05,US AIRWAYS*,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,150
AUSTIN-BERGSTROM INTL,B-737-300,None,1996-05-25,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,132
LOS ANGELES INTL,B-737-400,None,1994-07-18,US AIRWAYS*,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,150
CHICAGO MIDWAY INTL ARPT,B-737-200,None,1998-09-08,SOUTHWEST AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
CLEVELAND-HOPKINS INTL ARPT,MD-80,None,1994-07-04,AMERICAN AIRLINES,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,150
ORLANDO INTL,MD-80,None,1992-06-21,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Dawn,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2002-07-18,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,MD-88,None,1992-11-09,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
LIHUE ARPT,DC-9-50,None,2001-01-13,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1994-10-22,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
GEORGE BUSH INTERCONTINENTAL,DC-8-63,None,1999-10-20,ABX AIR,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-737,None,1994-09-01,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,100
CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,1998-11-02,SOUTHWEST AIRLINES,Ohio,Landing Roll,Large,Coyote,Day,0,0,0,
MEMPHIS INTL,A-300,None,1998-11-06,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,
GREATER PITTSBURGH,DC-9-30,None,1999-09-09,TRANS WORLD AIRLINES,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
KANSAS CITY INTL,MD-82,None,1999-07-04,AMERICAN AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SEATTLE-TACOMA INTL,DHC8 DASH 8,None,1997-11-17,HORIZON AIR,Washington,Approach,Large,Coyote,Night,0,0,0,
SACRAMENTO INTL,B-737,Minor,2001-02-16,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,13016,13016,200
ORLANDO INTL,B-727,None,1998-09-25,AMERICAN AIRLINES,Florida,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
ORLANDO INTL,B-737-300,None,1996-09-30,SOUTHWEST AIRLINES,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
NASHVILLE INTL,DC-9-30,None,1996-01-09,ABX AIR,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,A-320,None,1994-03-12,AMERICA WEST AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
SACRAMENTO INTL,B-727,None,1994-11-11,DELTA AIR LINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,B-737,None,2001-05-31,ALASKA AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,140
ATLANTA INTL,B-727,None,1996-04-21,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,185
JOHN F KENNEDY INTL,B-727,None,1995-10-06,DELTA AIR LINES,New York,Take-off run,Medium,Ring-billed gull,Day,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,None,1997-03-28,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,190
SACRAMENTO INTL,A-320,None,1999-08-05,NORTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
EPPLEY AIRFIELD,FOKKER F100,None,1995-09-12,AMERICAN AIRLINES,Nebraska,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
MINETA SAN JOSE INTL,B-737-300,None,1996-06-09,SOUTHWEST AIRLINES,California,Climb,Large,Canada goose,Day,0,0,0,
SACRAMENTO INTL,EMB-120,None,2000-06-30,SKYWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,2002-06-30,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130
SALT LAKE CITY INTL,B-767,None,2000-06-04,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,B-757-200,None,1998-06-04,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,140
MINNEAPOLIS-ST PAUL INTL,MD-80,Medium,1998-05-16,NORTHWEST AIRLINES,Minnesota,Climb,Large,Canada goose,Day,0,0,0,
METRO OAKLAND INTL,MD-82,None,1990-11-02,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,145
DALLAS/FORT WORTH INTL ARPT,B-767-300,None,1997-10-07,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
JOHN F KENNEDY INTL,B-767-300,None,2000-07-08,UNITED AIRLINES,New York,Approach,Small,Unknown bird - small,Dawn,0,0,0,
CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,2002-04-14,SOUTHWEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1998-09-04,DELTA AIR LINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
SAN ANTONIO INTL,DC-10-10,None,1990-06-14,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
CHARLESTON AFB/INTL ARPT,C-17A,None,1996-08-08,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,125
EPPLEY AIRFIELD,B-727-200,None,1995-09-25,UNITED AIRLINES,Nebraska,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
PHOENIX SKY HARBOR,B-737-300,Minor,1999-05-06,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,145
PHOENIX SKY HARBOR,B-757-200,None,1998-12-17,DELTA AIR LINES,Arizona,Climb,Small,Unknown bird - small,Day,0,0,0,160
DENVER INTL AIRPORT,MD-82,None,1995-03-24,AMERICAN AIRLINES,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,150
PHOENIX SKY HARBOR,MD-80,None,1995-04-12,AMERICAN AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1991-10-31,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO MIDWAY INTL ARPT,C-172,None,2001-08-15,BUSINESS,Illinois,Approach,Small,European starling,Day,0,0,0,60
DETROIT METRO WAYNE COUNTY ARPT,B-737,Medium,1991-05-19,US AIRWAYS*,Michigan,Climb,Small,Unknown bird - small,Day,0,0,0,230
LOUISVILLE INTL ARPT,FOKKER F100,None,1998-07-18,AMERICAN AIRLINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
WASHINGTON DULLES INTL ARPT,LEARJET-55,None,1994-06-30,BUSINESS,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,320
GEORGE BUSH INTERCONTINENTAL,B-727,Substantial,2000-05-24,DELTA AIR LINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),FOKKER F28 MK 4000,None,2001-07-21,HORIZON AIR,Oregon,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
PHOENIX SKY HARBOR,MD-82,None,1997-02-03,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,200
ATLANTIC CITY INTL,F-16C,None,1999-04-02,MILITARY,New Jersey,Approach,Small,Horned lark,Day,0,0,0,
LOGAN INTL,A-300,None,1997-10-06,AMERICAN AIRLINES,Massachusetts,Descent,Small,Unknown bird - small,Night,0,0,0,220
DALLAS/FORT WORTH INTL ARPT,MD-83,None,1994-05-16,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
NASHVILLE INTL,B-737,None,1996-01-11,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737,None,2001-08-13,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,210
BARKSDALE AIR FORCE BASE ARPT,KC-135R,C,2001-02-23,MILITARY,Louisiana,Approach,Medium,Red-tailed hawk,Day,0,32540,32540,150
LAGUARDIA NY,B-727-200,None,1991-08-11,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
CHARLESTON AFB/INTL ARPT,C-17A,None,1996-08-01,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,5987,5987,110
EPPLEY AIRFIELD,MD-80,None,1993-09-27,AMERICAN AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,190
BALTIMORE WASH INTL,BA-31 JETSTR,None,1999-08-13,ATLANTIC COAST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,130
LOUISVILLE INTL ARPT,B-757-200,None,1999-08-17,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,
INDIANAPOLIS INTL,SAAB-340,None,1994-08-21,COMAIR AIRLINES,Indiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,32
CHICAGO MIDWAY INTL ARPT,B-737-200,Minor,1995-09-19,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,210
WILL ROGERS WORLD ARPT,B-727-200,None,1990-05-05,AMERICAN AIRLINES,Oklahoma,Approach,Small,Unknown bird - small,Day,0,0,0,150
SALT LAKE CITY INTL,B-737-200,None,2000-02-25,AMERICA WEST AIRLINES,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1993-04-22,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,90
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,1994-11-14,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,180
SAN FRANCISCO INTL ARPT,B-737-500,None,2000-05-24,UNITED AIRLINES,California,Approach,Small,Killdeer,Day,0,0,0,150
PORTLAND INTL (OR),B-757-200,None,1991-12-13,UPS AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-80,None,1991-11-03,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
SALT LAKE CITY INTL,DC-10,None,1998-09-20,FEDEX EXPRESS,Utah,Climb,Small,Unknown bird - small,Night,0,0,0,165
LOUISVILLE INTL ARPT,B-757-200,None,1994-11-12,UPS AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-09-27,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
KANSAS CITY INTL,B-737-300,None,2001-08-27,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,Meadowlarks,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727,None,1990-05-18,AMERICAN AIRLINES,Texas,Approach,Small,American robin,Night,0,0,0,122
JOHN F KENNEDY INTL,B-737,None,2001-06-27,CONTINENTAL AIRLINES,New York,Take-off run,Medium,Herring gull,Day,0,0,0,
PHOENIX SKY HARBOR,B-757-200,None,1999-05-20,AMERICA WEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1992-05-02,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,125
RONALD REAGAN WASHINGTON NATL,A-319,Medium,2001-11-21,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,
